id,wenzitext,errortext,clicktimes,tips1,tips2
464,千古江山，英雄无觅孙仲谋处,6,3,辛弃疾《永遇乐·京口北固亭怀古》,你我一相逢便情根深种，只恨未能早点相识
465,别来春半，触目柔肠断,5,3,李煜《清平乐·别来春半》,第一句是：别来春半
466,白鸥问我泊孤舟，是身留，是心留？,8,3,蒋捷《梅花引·荆溪阻雪》,第一句是：白鸥问我泊孤舟
467,寂寞梧桐深院锁清秋,4,3,李煜《相见欢·无言独上西楼》,梧桐树与庭院被笼罩在清冷凄凉的秋色之中
468,伤心桥下春波绿，曾是惊鸿照影来,7,3,陆游《沈园二首·其一》,心安定的地方，便是我的故乡
469,春色满园关不住，一枝红杏出墙来,7,3,叶绍翁《游园不值》,恐怕双溪蚱蜢般的小船，载不动我许多的忧愁
470,男儿行处是，未要论穷通。,6,3,元好问《临江仙·自洛阳往孟津道中作》,第一句是：男儿行处是
471,人言落日是天涯，望极天涯不见家,7,3,李觏《乡思》,第一句是：人言落日是天涯
472,醉来长袖舞鸡鸣，短歌行，壮心惊。,8,3,元好问《江城子·醉来长袖舞鸡鸣》,第一句是：醉来长袖舞鸡鸣
473,臣心一片磁针石，不指南方不肯休,7,3,文天祥《扬子江》,第一句是：臣心一片磁针石
474,但愿人长久，千里共婵娟,5,3,苏轼《水调歌头·明月几时有》,第一句是：但愿人长久
475,此景只应天上有，岂知身在妙高峰？,8,3,元好问《台山杂咏》,第一句是：此景只应天上有
476,水是眼波横，山是眉峰聚,5,3,王观《卜算子·送鲍浩然之浙东》,一身蓑衣任凭风吹雨打，照样过我的一生！
477,云雷天堑，金汤地险，名藩自古皋兰。,8,3,邓千江《望海潮·上兰州守》,第一句是：云雷天堑
478,自是人生长恨水长东,4,3,李煜《相见欢·林花谢了春红》,人生令人遗憾的事情太多，就像那东逝的江水
479,自在飞花轻似梦，无边丝雨细如愁,7,3,秦观《浣溪沙·漠漠轻寒上小楼》,飞花如梦境，丝丝细雨落下如同我的忧愁
480,欲把西湖比西子，淡妆浓抹总相宜,7,3,苏轼《饮湖上初晴后雨二首·其二》,第一句是：欲把西湖比西子
481,只恐夜深花睡去，故烧高烛照红妆,7,3,苏轼《海棠》,第一句是：只恐夜深花睡去
482,醉眼千峰顶上，世间多少秋毫！,7,3,元好问《清平乐·太山上作》,第一句是：醉眼千峰顶上
483,晚妆初了明肌雪，春殿嫔娥鱼贯列,7,3,李煜《玉楼春·晚妆初了明肌雪》,第一句是：晚妆初了明肌雪
484,世事一场大梦，人生几度秋凉？,7,3,苏轼《西江月·中秋和子由》,第一句是：世事一场大梦
485,传语闭门陈正字，可怜无补费精神。,8,3,元好问《论诗三十首·二十九》,第一句是：传语闭门陈正字
486,夜长人奈何！,3,3,李煜《长相思·云一緺》,这漫漫的寂寥长夜叫人怎么办才好。
487,只愿君心似我心，定不负相思意,7,3,李之仪《卜算子·我住长江头》,第一句是：只愿君心似我心
488,王师北定中原日，家祭无忘告乃翁,7,3,陆游《示儿》,第一句是：王师北定中原日
489,一蓑烟雨任平生,3,3,苏轼《定风波·莫听穿林打叶声》,第一句是：一蓑烟雨任平生
490,红酥手，黄縢酒，满城春色宫墙柳,7,3,陆游《钗头凤·红酥手》,你红润酥腻的手里，捧着盛上黄縢酒的杯子
491,为谁醉倒为谁醒？到今犹恨轻离别,7,3,吕本中《踏莎行·雪似梅花》,第一句是：为谁醉倒为谁醒？到今犹恨轻离别
492,叹隙中驹，石中火，梦中身,6,3,苏轼《行香子·述怀》,满载着一船的秋色，悠闲泛舟在广阔的江面上
493,却将万字平戎策，换得东家种树书,7,3,辛弃疾《鹧鸪天·有客慨然...》,第一句是：却将万字平戎策
494,依旧，依旧，人与绿杨俱瘦,6,3,秦观《如梦令·莺嘴啄花红溜》,第一句是：依旧
495,明月如霜，好风如水，清景无限,7,3,苏轼《永遇乐·彭城夜宿燕子楼..》,不要害怕没人说媒，考取功名后自然能拥有
496,凤箫吹断水云间，重按霓裳歌遍彻,7,3,李煜《玉楼春·晚妆初了明肌雪》,第一句是：凤箫吹断水云间
497,把酒祝东风且共从容,4,3,欧阳修《浪淘沙·把酒祝东风》,第一句是：把酒祝东风且共从容
498,纸屏石枕竹方床，手倦抛书午梦长,7,3,蔡确《夏日登车盖亭》,独对孤灯之时，故人从万里之外赶来相逢
499,一旦归为臣虏，沈腰潘鬓消磨,6,3,李煜《破阵子·四十年来家国》,第一句是：一旦归为臣虏
500,毕竟西湖六月中，风光不与四时同,7,3,杨万里《晓出净慈寺送林子方》,第一句是：毕竟西湖六月中
501,泪眼问花花不语，乱红飞过秋千去,7,3,欧阳修《蝶恋花·庭院深深深几许》,第一句是：泪眼问花花不语
502,明年此日青云上，却笑人间举子忙,7,3,辛弃疾《鹧鸪天·送廓之秋试》,第一句是：明年此日青云上
503,浮生只合尊前老，雪满长安道,6,3,舒亶《虞美人·寄公度》,第一句是：浮生只合尊前老
504,可惜明年花更好，知与谁同？,6,3,欧阳修《浪淘沙·把酒祝东风》,第一句是：可惜明年花更好
505,大夫泽畔行吟处，司马江头送别时。,8,3,王寂《日暮倚杖水边》,第一句是：大夫泽畔行吟处
506,问世间，情是何物，直教生死相许？,8,3,元好问《摸鱼儿·雁丘词》,第一句是：问世间
507,愁云淡淡雨潇潇，暮暮复朝朝,6,3,石孝友《眼儿媚·愁云淡淡雨潇潇》,郁孤台下这流水，水中有多少苦难之人的眼泪
508,袨服华妆着处逢，六街灯火闹儿童。,8,3,元好问《京都元夕》,第一句是：袨服华妆着处逢
509,宁可枝头抱香死，何曾吹落北风中,7,3,郑思肖《寒菊》,宁可在枝头凋谢而死，也不曾吹落于北风中
510,此生谁料，心在天山，身老沧洲,7,3,陆游《诉衷情·当年万里觅封侯》,第一句是：此生谁料
511,晚凉天净月华开,3,3,李煜《浪淘沙·往事只堪哀》,傍晚的天气渐渐转凉，秋月澄明。
512,韶华不为少年留，恨悠悠，几时休？,8,3,秦观《江城子·西城杨柳弄春柔》,第一句是：韶华不为少年留
513,两情若是久长时，又岂在朝朝暮暮,7,3,秦观《鹊桥仙·纤云弄巧》,第一句是：两情若是久长时
514,当时轻别意中人，山长水远知何处,7,3,晏殊《踏莎行·碧海无波》,第一句是：当时轻别意中人
515,江南江北旧家乡，三十年来梦一场,7,3,李煜《渡中江望石城泣下》,第一句是：江南江北旧家乡
516,风情渐老见春羞，到处芳魂感旧游,7,3,李煜《赐宫人庆奴》,第一句是：风情渐老见春羞
517,大江东去，浪淘尽，千古风流人物,7,3,苏轼《念奴娇·赤壁怀古》,多情的心就像那双丝网，中间有千千万万个结
518,昨夜风兼雨，帘帏飒飒秋声,6,3,李煜《乌夜啼·昨夜风兼雨》,第一句是：昨夜风兼雨
519,东篱把酒黄昏后，有暗香盈袖,6,3,李清照《醉花阴·薄雾浓云愁永昼》,人生在世不到百年，却常常怀有无限的忧愁
520,乘风好去，长空万里，直下看山河,7,3,辛弃疾《太常引·建康中秋夜为吕叔潜赋》,第一句是：乘风好去
521,竹外桃花三两枝，春江水暖鸭先知,7,3,苏轼《惠崇春江晚景二首》,当时明月如今犹在，照着她彩云般的身影回归
522,砌下落梅如雪乱，拂了一身还满,7,3,李煜《清平乐·别来春半》,第一句是：砌下落梅如雪乱
523,一曲新词酒一杯，去年天气旧亭台,7,3,晏殊《浣溪沙·一曲新词酒一杯》,第一句是：一曲新词酒一杯
524,七八个星天外，两三点雨山前,6,3,辛弃疾《西江月·夜行黄沙道中》,第一句是：七八个星天外
525,有情芍药含春泪，无力蔷薇卧晚枝。,8,3,元好问《论诗三十首·二十四》,第一句是：有情芍药含春泪
526,明月不谙离恨苦，斜光到晓穿朱户,7,3,晏殊《蝶恋花·槛菊愁烟兰泣露》,第一句是：明月不谙离恨苦
527,儿童漫相忆，行路岂知难。,6,3,元好问《倪庄中秋》,第一句是：儿童漫相忆
528,知音少，弦断有谁听,4,3,岳飞《小重山·昨夜寒蛩不住鸣》,天空中的明月也怜惜我的忧愁，不忍变得圆满
529,人生长恨水长东。,4,3,元好问《临江仙·自洛阳往孟津道中作》,人生遗憾的事情就像那东逝的江水，无穷无尽
530,遗民泪尽胡尘里，南望王师又一年,7,3,陆游《秋夜将晓出篱门迎凉有感二首》,第一句是：遗民泪尽胡尘里
531,故人重分携，临流驻归驾。,6,3,元好问《颍亭留别》,第一句是：故人重分携
532,无奈朝来寒雨晚来风,4,3,李煜《相见欢·林花谢了春红》,无可奈何啊，凄风寒雨昼夜摧残花朵
533,纸上得来终觉浅，绝知此事要躬行,7,3,陆游《冬夜读书示子聿》,第一句是：愿我如星君如月
534,刬袜步香阶，手提金缕鞋,5,3,李煜《菩萨蛮·花明月暗笼轻雾》,手提着绣鞋，光着袜子一步步迈上香阶。
535,雨后荒园，群卉尽、律残无射。,7,3,段克己《满江红·雨后荒园》,雨后的花园，花朵都掉完了
536,我住长江头，君住长江尾,5,3,李之仪《卜算子·我住长江头》,第一句是：我住长江头
537,枕上诗书闲处好，门前风景雨来佳,7,3,李清照《摊破浣溪沙·病起萧萧两鬓华》,第一句是：枕上诗书闲处好
538,幸遇三杯酒好，况逢一朵花新,6,3,朱敦儒《西江月·世事短如春梦》,凤凰山下，雨后初晴，云淡风清，晚霞明丽
539,故国梦重归，觉来双泪垂,5,3,李煜《子夜歌·人生愁恨何能免》,我梦见自己重回故国，一觉醒来双泪垂落。
540,莫等闲，白了少年头，空悲切！,7,3,岳飞《满江红·写怀》,第一句是：莫等闲
541,人似秋鸿来有信，事如春梦了无痕,7,3,人就好像秋天的大雁一样，来去有音信痕迹,苦酒灌入愁肠，化为相思的眼泪
542,暖风熏得游人醉，直把杭州作汴州,7,3,林升《题临安邸》,第一句是：暖风熏得游人醉
543,楼船夜雪瓜洲渡，铁马秋风大散关,7,3,陆游《书愤》,千万不要说回头一看，万事万物皆是一场空
544,塞雁高飞人未还，一帘风月闲,6,3,李煜《长相思·一重山》,第一句是：塞雁高飞人未还
545,世味年来薄似纱，谁令骑马客京华,7,3,陆游《临安春雨初霁》,风高浪急还不算险恶，人间的道路才更是艰难
546,招魂楚些何嗟及，山鬼暗啼风雨。,7,3,元好问《摸鱼儿·雁丘词》,第一句是：招魂楚些何嗟及
547,一年好景君须记，最是橙黄橘绿时,7,3,苏轼《赠刘景文》,第一句是：一年好景君须记
548,叶上初阳干宿雨,3,3,周邦彦《苏幕遮·燎沉香》,第一句是：叶上初阳干宿雨
549,夜月一帘幽梦，春风十里柔情,6,3,秦观《八六子·倚危亭》,第一句是：沾衣欲湿杏花雨
550,寻春须是先春早，看花莫待花枝老,7,3,李煜《子夜歌·寻春须是先春早》,第一句是：寻春须是先春早
